tankId,componentId,timestamp,feature,value
TNK-C-091,eng-001,2024-01-03 13:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-03 14:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-03 15:00:00,oil_temp,80.115
TNK-C-091,eng-001,2024-01-03 16:00:00,oil_temp,81.01
TNK-C-091,eng-001,2024-01-03 17:00:00,oil_temp,80.921
TNK-C-091,eng-001,2024-01-03 18:00:00,oil_temp,80.304
TNK-C-091,eng-001,2024-01-03 19:00:00,oil_temp,80.511
TNK-C-091,eng-001,2024-01-03 20:00:00,oil_temp,80.15
TNK-C-091,eng-001,2024-01-03 21:00:00,oil_temp,80.688
TNK-C-091,eng-001,2024-01-03 22:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-03 23:00:00,oil_temp,81.837
TNK-C-091,eng-001,2024-01-04 00:00:00,oil_temp,80.899
TNK-C-091,eng-001,2024-01-04 01:00:00,oil_temp,80.656
TNK-C-091,eng-001,2024-01-04 02:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-04 03:00:00,oil_temp,80.846
TNK-C-091,eng-001,2024-01-04 04:00:00,oil_temp,81.342
TNK-C-091,eng-001,2024-01-04 05:00:00,oil_temp,80.108
TNK-C-091,eng-001,2024-01-04 06:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-04 07:00:00,oil_temp,80.761
TNK-C-091,eng-001,2024-01-04 08:00:00,oil_temp,80.377
TNK-C-091,eng-001,2024-01-04 09:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-04 10:00:00,oil_temp,80.278
TNK-C-091,eng-001,2024-01-04 11:00:00,oil_temp,80.914
TNK-C-091,eng-001,2024-01-04 12:00:00,oil_temp,80.14
TNK-C-091,eng-001,2024-01-04 13:00:00,oil_temp,80.125
TNK-C-091,eng-001,2024-01-04 14:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-04 15:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-04 16:00:00,oil_temp,80.282
TNK-C-091,eng-001,2024-01-04 17:00:00,oil_temp,80.051
TNK-C-091,eng-001,2024-01-04 18:00:00,oil_temp,80.123
TNK-C-091,eng-001,2024-01-04 19:00:00,oil_temp,80.283
TNK-C-091,eng-001,2024-01-04 20:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-04 21:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-04 22:00:00,oil_temp,80.38
TNK-C-091,eng-001,2024-01-04 23:00:00,oil_temp,85.101
TNK-C-091,eng-001,2024-01-05 00:00:00,oil_temp,80.222
TNK-C-091,eng-001,2024-01-05 01:00:00,oil_temp,80.04
TNK-C-091,eng-001,2024-01-05 02:00:00,oil_temp,80.121
TNK-C-091,eng-001,2024-01-05 03:00:00,oil_temp,80.519
TNK-C-091,eng-001,2024-01-05 04:00:00,oil_temp,80.477
TNK-C-091,eng-001,2024-01-05 05:00:00,oil_temp,80.174
TNK-C-091,eng-001,2024-01-05 06:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-05 07:00:00,oil_temp,80.155
TNK-C-091,eng-001,2024-01-05 08:00:00,oil_temp,80.756
TNK-C-091,eng-001,2024-01-05 09:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-05 10:00:00,oil_temp,80.076
TNK-C-091,eng-001,2024-01-05 11:00:00,oil_temp,80.85
TNK-C-091,eng-001,2024-01-05 12:00:00,oil_temp,81.216
TNK-C-091,eng-001,2024-01-05 13:00:00,oil_temp,80.169
TNK-C-091,eng-001,2024-01-05 14:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-05 15:00:00,oil_temp,80.584
TNK-C-091,eng-001,2024-01-05 16:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-05 17:00:00,oil_temp,80.071
TNK-C-091,eng-001,2024-01-05 18:00:00,oil_temp,80.365
TNK-C-091,eng-001,2024-01-05 19:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-05 20:00:00,oil_temp,80.595
TNK-C-091,eng-001,2024-01-05 21:00:00,oil_temp,81.825
TNK-C-091,eng-001,2024-01-05 22:00:00,oil_temp,80.033
TNK-C-091,eng-001,2024-01-05 23:00:00,oil_temp,81.447
TNK-C-091,eng-001,2024-01-06 00:00:00,oil_temp,80.165
TNK-C-091,eng-001,2024-01-06 01:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-06 02:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-06 03:00:00,oil_temp,81.103
TNK-C-091,eng-001,2024-01-06 04:00:00,oil_temp,81.315
TNK-C-091,eng-001,2024-01-06 05:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-06 06:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-06 07:00:00,oil_temp,80.357
TNK-C-091,eng-001,2024-01-06 08:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-06 09:00:00,oil_temp,81.263
TNK-C-091,eng-001,2024-01-06 10:00:00,oil_temp,80.797
TNK-C-091,eng-001,2024-01-06 11:00:00,oil_temp,80.421
TNK-C-091,eng-001,2024-01-06 12:00:00,oil_temp,80.295
TNK-C-091,eng-001,2024-01-06 13:00:00,oil_temp,81.141
TNK-C-091,eng-001,2024-01-06 14:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-06 15:00:00,oil_temp,81.724
TNK-C-091,eng-001,2024-01-06 16:00:00,oil_temp,80.351
TNK-C-091,eng-001,2024-01-06 17:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-06 18:00:00,oil_temp,81.411
TNK-C-091,eng-001,2024-01-06 19:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-06 20:00:00,oil_temp,80.156
TNK-C-091,eng-001,2024-01-06 21:00:00,oil_temp,81.365
TNK-C-091,eng-001,2024-01-06 22:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-06 23:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-07 00:00:00,oil_temp,80.393
TNK-C-091,eng-001,2024-01-07 01:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-07 02:00:00,oil_temp,80.054
TNK-C-091,eng-001,2024-01-07 03:00:00,oil_temp,81.736
TNK-C-091,eng-001,2024-01-07 04:00:00,oil_temp,80.039
TNK-C-091,eng-001,2024-01-07 05:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-07 06:00:00,oil_temp,82.732
TNK-C-091,eng-001,2024-01-07 07:00:00,oil_temp,80.394
TNK-C-091,eng-001,2024-01-07 08:00:00,oil_temp,80.273
TNK-C-091,eng-001,2024-01-07 09:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-07 10:00:00,oil_temp,80.369
TNK-C-091,eng-001,2024-01-07 11:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-07 12:00:00,oil_temp,80.104
TNK-C-091,eng-001,2024-01-07 13:00:00,oil_temp,80.63
TNK-C-091,eng-001,2024-01-07 14:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-07 15:00:00,oil_temp,80.639
TNK-C-091,eng-001,2024-01-07 16:00:00,oil_temp,81.006
TNK-C-091,eng-001,2024-01-07 17:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-07 18:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-07 19:00:00,oil_temp,80.9
TNK-C-091,eng-001,2024-01-07 20:00:00,oil_temp,81.622
TNK-C-091,eng-001,2024-01-07 21:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-07 22:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-07 23:00:00,oil_temp,81.352
TNK-C-091,eng-001,2024-01-08 00:00:00,oil_temp,80.692
TNK-C-091,eng-001,2024-01-08 01:00:00,oil_temp,82.247
TNK-C-091,eng-001,2024-01-08 02:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-08 03:00:00,oil_temp,80.278
TNK-C-091,eng-001,2024-01-08 04:00:00,oil_temp,81.066
TNK-C-091,eng-001,2024-01-08 05:00:00,oil_temp,80.036
TNK-C-091,eng-001,2024-01-08 06:00:00,oil_temp,80.297
TNK-C-091,eng-001,2024-01-08 07:00:00,oil_temp,80.346
TNK-C-091,eng-001,2024-01-08 08:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-08 09:00:00,oil_temp,81.218
TNK-C-091,eng-001,2024-01-08 10:00:00,oil_temp,81.392
TNK-C-091,eng-001,2024-01-08 11:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-08 12:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-08 13:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-08 14:00:00,oil_temp,80.543
TNK-C-091,eng-001,2024-01-08 15:00:00,oil_temp,80.93
TNK-C-091,eng-001,2024-01-08 16:00:00,oil_temp,80.763
TNK-C-091,eng-001,2024-01-08 17:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-08 18:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-08 19:00:00,oil_temp,81.59
TNK-C-091,eng-001,2024-01-08 20:00:00,oil_temp,81.053
TNK-C-091,eng-001,2024-01-08 21:00:00,oil_temp,81.109
TNK-C-091,eng-001,2024-01-08 22:00:00,oil_temp,80.641
TNK-C-091,eng-001,2024-01-08 23:00:00,oil_temp,81.404
TNK-C-091,eng-001,2024-01-09 00:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-09 01:00:00,oil_temp,80.847
TNK-C-091,eng-001,2024-01-09 02:00:00,oil_temp,81.945
TNK-C-091,eng-001,2024-01-09 03:00:00,oil_temp,80.696
TNK-C-091,eng-001,2024-01-09 04:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-09 05:00:00,oil_temp,80.071
TNK-C-091,eng-001,2024-01-09 06:00:00,oil_temp,81.66
TNK-C-091,eng-001,2024-01-09 07:00:00,oil_temp,80.445
TNK-C-091,eng-001,2024-01-09 08:00:00,oil_temp,80.691
TNK-C-091,eng-001,2024-01-09 09:00:00,oil_temp,80.113
TNK-C-091,eng-001,2024-01-09 10:00:00,oil_temp,82.498
TNK-C-091,eng-001,2024-01-09 11:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-09 12:00:00,oil_temp,80.47
TNK-C-091,eng-001,2024-01-09 13:00:00,oil_temp,80.265
TNK-C-091,eng-001,2024-01-09 14:00:00,oil_temp,80.901
TNK-C-091,eng-001,2024-01-09 15:00:00,oil_temp,80.863
TNK-C-091,eng-001,2024-01-09 16:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-09 17:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-09 18:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-09 19:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-09 20:00:00,oil_temp,80.258
TNK-C-091,eng-001,2024-01-09 21:00:00,oil_temp,81.227
TNK-C-091,eng-001,2024-01-09 22:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-09 23:00:00,oil_temp,80.15
TNK-C-091,eng-001,2024-01-10 00:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-10 01:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-10 02:00:00,oil_temp,80.356
TNK-C-091,eng-001,2024-01-10 03:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-10 04:00:00,oil_temp,80.142
TNK-C-091,eng-001,2024-01-10 05:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-10 06:00:00,oil_temp,80.857
TNK-C-091,eng-001,2024-01-10 07:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-10 08:00:00,oil_temp,80.167
TNK-C-091,eng-001,2024-01-10 09:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-10 10:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-10 11:00:00,oil_temp,80.916
TNK-C-091,eng-001,2024-01-10 12:00:00,oil_temp,80.166
TNK-C-091,eng-001,2024-01-10 13:00:00,oil_temp,80.298
TNK-C-091,eng-001,2024-01-10 14:00:00,oil_temp,80.774
TNK-C-091,eng-001,2024-01-10 15:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-10 16:00:00,oil_temp,81.481
TNK-C-091,eng-001,2024-01-10 17:00:00,oil_temp,81.172
TNK-C-091,eng-001,2024-01-10 18:00:00,oil_temp,80.777
TNK-C-091,eng-001,2024-01-10 19:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-10 20:00:00,oil_temp,83.652
TNK-C-091,eng-001,2024-01-10 21:00:00,oil_temp,80.873
TNK-C-091,eng-001,2024-01-10 22:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-10 23:00:00,oil_temp,80.653
TNK-C-091,eng-001,2024-01-11 00:00:00,oil_temp,80.573
TNK-C-091,eng-001,2024-01-11 01:00:00,oil_temp,82.179
TNK-C-091,eng-001,2024-01-11 02:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-11 03:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-11 04:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-11 05:00:00,oil_temp,80.781
TNK-C-091,eng-001,2024-01-11 06:00:00,oil_temp,81.467
TNK-C-091,eng-001,2024-01-11 07:00:00,oil_temp,80.562
TNK-C-091,eng-001,2024-01-11 08:00:00,oil_temp,80.312
TNK-C-091,eng-001,2024-01-11 09:00:00,oil_temp,81.008
TNK-C-091,eng-001,2024-01-11 10:00:00,oil_temp,81.411
TNK-C-091,eng-001,2024-01-11 11:00:00,oil_temp,80.258
TNK-C-091,eng-001,2024-01-11 12:00:00,oil_temp,80.396
TNK-C-091,eng-001,2024-01-11 13:00:00,oil_temp,80.481
TNK-C-091,eng-001,2024-01-11 14:00:00,oil_temp,81.862
TNK-C-091,eng-001,2024-01-11 15:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-11 16:00:00,oil_temp,81.194
TNK-C-091,eng-001,2024-01-11 17:00:00,oil_temp,80.891
TNK-C-091,eng-001,2024-01-11 18:00:00,oil_temp,80.985
TNK-C-091,eng-001,2024-01-11 19:00:00,oil_temp,80.396
TNK-C-091,eng-001,2024-01-11 20:00:00,oil_temp,80.402
TNK-C-091,eng-001,2024-01-11 21:00:00,oil_temp,80.869
TNK-C-091,eng-001,2024-01-11 22:00:00,oil_temp,80.541
TNK-C-091,eng-001,2024-01-11 23:00:00,oil_temp,80.929
TNK-C-091,eng-001,2024-01-12 00:00:00,oil_temp,81.888
TNK-C-091,eng-001,2024-01-12 01:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-12 02:00:00,oil_temp,80.489
TNK-C-091,eng-001,2024-01-12 03:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-12 04:00:00,oil_temp,80.875
TNK-C-091,eng-001,2024-01-12 05:00:00,oil_temp,82.145
TNK-C-091,eng-001,2024-01-12 06:00:00,oil_temp,83.016
TNK-C-091,eng-001,2024-01-12 07:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-12 08:00:00,oil_temp,82.393
TNK-C-091,eng-001,2024-01-12 09:00:00,oil_temp,80.138
TNK-C-091,eng-001,2024-01-12 10:00:00,oil_temp,81.632
TNK-C-091,eng-001,2024-01-12 11:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-12 12:00:00,oil_temp,80.522
TNK-C-091,eng-001,2024-01-12 13:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-12 14:00:00,oil_temp,80.7
TNK-C-091,eng-001,2024-01-12 15:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-12 16:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-12 17:00:00,oil_temp,82.279
TNK-C-091,eng-001,2024-01-12 18:00:00,oil_temp,81.062
TNK-C-091,eng-001,2024-01-12 19:00:00,oil_temp,80.027
TNK-C-091,eng-001,2024-01-12 20:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-12 21:00:00,oil_temp,81.014
TNK-C-091,eng-001,2024-01-12 22:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-12 23:00:00,oil_temp,80.461
TNK-C-091,eng-001,2024-01-13 00:00:00,oil_temp,82.012
TNK-C-091,eng-001,2024-01-13 01:00:00,oil_temp,81.016
TNK-C-091,eng-001,2024-01-13 02:00:00,oil_temp,80.939
TNK-C-091,eng-001,2024-01-13 03:00:00,oil_temp,83.451
TNK-C-091,eng-001,2024-01-13 04:00:00,oil_temp,80.53
TNK-C-091,eng-001,2024-01-13 05:00:00,oil_temp,82.658
TNK-C-091,eng-001,2024-01-13 06:00:00,oil_temp,80.181
TNK-C-091,eng-001,2024-01-13 07:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-13 08:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-13 09:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-13 10:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-13 11:00:00,oil_temp,82.411
TNK-C-091,eng-001,2024-01-13 12:00:00,oil_temp,80.603
TNK-C-091,eng-001,2024-01-13 13:00:00,oil_temp,82.68
TNK-C-091,eng-001,2024-01-13 14:00:00,oil_temp,80.538
TNK-C-091,eng-001,2024-01-13 15:00:00,oil_temp,82.174
TNK-C-091,eng-001,2024-01-13 16:00:00,oil_temp,80.136
TNK-C-091,eng-001,2024-01-13 17:00:00,oil_temp,80.686
TNK-C-091,eng-001,2024-01-13 18:00:00,oil_temp,80.856
TNK-C-091,eng-001,2024-01-13 19:00:00,oil_temp,81.774
TNK-C-091,eng-001,2024-01-13 20:00:00,oil_temp,80.264
TNK-C-091,eng-001,2024-01-13 21:00:00,oil_temp,81.001
TNK-C-091,eng-001,2024-01-13 22:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-13 23:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-14 00:00:00,oil_temp,81.218
TNK-C-091,eng-001,2024-01-14 01:00:00,oil_temp,82.007
TNK-C-091,eng-001,2024-01-14 02:00:00,oil_temp,80.701
TNK-C-091,eng-001,2024-01-14 03:00:00,oil_temp,81.258
TNK-C-091,eng-001,2024-01-14 04:00:00,oil_temp,80.922
TNK-C-091,eng-001,2024-01-14 05:00:00,oil_temp,81.032
TNK-C-091,eng-001,2024-01-14 06:00:00,oil_temp,83.788
TNK-C-091,eng-001,2024-01-14 07:00:00,oil_temp,80.391
TNK-C-091,eng-001,2024-01-14 08:00:00,oil_temp,81.808
TNK-C-091,eng-001,2024-01-14 09:00:00,oil_temp,81.787
TNK-C-091,eng-001,2024-01-14 10:00:00,oil_temp,81.004
TNK-C-091,eng-001,2024-01-14 11:00:00,oil_temp,81.636
TNK-C-091,eng-001,2024-01-14 12:00:00,oil_temp,81.678
TNK-C-091,eng-001,2024-01-14 13:00:00,oil_temp,80.579
TNK-C-091,eng-001,2024-01-14 14:00:00,oil_temp,80.674
TNK-C-091,eng-001,2024-01-14 15:00:00,oil_temp,82.019
TNK-C-091,eng-001,2024-01-14 16:00:00,oil_temp,82.139
TNK-C-091,eng-001,2024-01-14 17:00:00,oil_temp,80.218
TNK-C-091,eng-001,2024-01-14 18:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-14 19:00:00,oil_temp,81.376
TNK-C-091,eng-001,2024-01-14 20:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-14 21:00:00,oil_temp,80.716
TNK-C-091,eng-001,2024-01-14 22:00:00,oil_temp,80.224
TNK-C-091,eng-001,2024-01-14 23:00:00,oil_temp,81.558
TNK-C-091,eng-001,2024-01-15 00:00:00,oil_temp,80.359
TNK-C-091,eng-001,2024-01-15 01:00:00,oil_temp,80.037
TNK-C-091,eng-001,2024-01-15 02:00:00,oil_temp,81.639
TNK-C-091,eng-001,2024-01-15 03:00:00,oil_temp,80.684
TNK-C-091,eng-001,2024-01-15 04:00:00,oil_temp,80.354
TNK-C-091,eng-001,2024-01-15 05:00:00,oil_temp,82.682
TNK-C-091,eng-001,2024-01-15 06:00:00,oil_temp,80.83
TNK-C-091,eng-001,2024-01-15 07:00:00,oil_temp,83.0
TNK-C-091,eng-001,2024-01-15 08:00:00,oil_temp,80.103
TNK-C-091,eng-001,2024-01-15 09:00:00,oil_temp,80.779
TNK-C-091,eng-001,2024-01-15 10:00:00,oil_temp,80.096
TNK-C-091,eng-001,2024-01-15 11:00:00,oil_temp,80.933
TNK-C-091,eng-001,2024-01-15 12:00:00,oil_temp,80.179
TNK-C-091,eng-001,2024-01-15 13:00:00,oil_temp,81.088
TNK-C-091,eng-001,2024-01-15 14:00:00,oil_temp,80.0
TNK-C-091,eng-001,2024-01-15 15:00:00,oil_temp,80.066
TNK-C-091,eng-001,2024-01-15 16:00:00,oil_temp,80.345
TNK-C-091,eng-001,2024-01-15 17:00:00,oil_temp,82.179
TNK-C-091,eng-001,2024-01-15 18:00:00,oil_temp,81.827
TNK-C-091,eng-001,2024-01-15 19:00:00,oil_temp,80.321
TNK-C-091,eng-001,2024-01-15 20:00:00,oil_temp,83.773
TNK-C-091,eng-001,2024-01-15 21:00:00,oil_temp,80.85
TNK-C-091,eng-001,2024-01-15 22:00:00,oil_temp,81.419
TNK-C-091,eng-001,2024-01-15 23:00:00,oil_temp,81.91
TNK-C-091,eng-001,2024-01-16 00:00:00,oil_temp,81.628
TNK-C-091,eng-001,2024-01-16 01:00:00,oil_temp,80.274
TNK-C-091,eng-001,2024-01-16 02:00:00,oil_temp,81.887
TNK-C-091,eng-001,2024-01-16 03:00:00,oil_temp,82.264
TNK-C-091,eng-001,2024-01-16 04:00:00,oil_temp,80.149
TNK-C-091,eng-001,2024-01-16 05:00:00,oil_temp,80.528
TNK-C-091,eng-001,2024-01-16 06:00:00,oil_temp,80.357
TNK-C-091,eng-001,2024-01-16 07:00:00,oil_temp,80.162
TNK-C-091,eng-001,2024-01-16 08:00:00,oil_temp,80.031
TNK-C-091,eng-001,2024-01-16 09:00:00,oil_temp,81.949
TNK-C-091,eng-001,2024-01-16 10:00:00,oil_temp,81.616
TNK-C-091,eng-001,2024-01-16 11:00:00,oil_temp,82.564
TNK-C-091,eng-001,2024-01-16 12:00:00,oil_temp,81.062
TNK-C-091,eng-001,2024-01-16 13:00:00,oil_temp,82.332
TNK-C-091,eng-001,2024-01-16 14:00:00,oil_temp,80.769
TNK-C-091,eng-001,2024-01-16 15:00:00,oil_temp,80.865
TNK-C-091,eng-001,2024-01-16 16:00:00,oil_temp,80.569
TNK-C-091,eng-001,2024-01-16 17:00:00,oil_temp,81.409
TNK-C-091,eng-001,2024-01-16 18:00:00,oil_temp,82.264
TNK-C-091,eng-001,2024-01-16 19:00:00,oil_temp,80.014
TNK-C-091,eng-001,2024-01-16 20:00:00,oil_temp,81.273
TNK-C-091,eng-001,2024-01-16 21:00:00,oil_temp,80.23
TNK-C-091,eng-001,2024-01-16 22:00:00,oil_temp,81.107
TNK-C-091,eng-001,2024-01-16 23:00:00,oil_temp,80.768
TNK-C-091,eng-001,2024-01-17 00:00:00,oil_temp,80.703
TNK-C-091,eng-001,2024-01-17 01:00:00,oil_temp,82.631
TNK-C-091,eng-001,2024-01-17 02:00:00,oil_temp,81.068
